Chapter Name,Section Name,Verse,Translation
பொருட்பால் , அறிவுடைமை ,"சென்ற	இடத்தால்	செலவிடா	தீதொரீஇ			நன்றின்பால்	உய்ப்ப	தறிவு.	","Wisdom restrains, nor suffers mind to wander where it would; From every evil calls it back, and guides in way of good. "
பொருட்பால் , அறிவுடைமை ,"எப்பொருள்	யார்யார்வாய்க்	கேட்பினும்	அப்பொருள்			மெய்ப்பொருள்	காண்ப	தறிவு.	","Though things diverse from divers sages' lips we learn, 'Tis wisdom's part in each the true thing to discern. "
பொருட்பால் , அறிவுடைமை ,"எண்பொருள	வாகச்	செலச்சொல்லித்	தான்பிறர்வாய்			நுண்பொருள்	காண்ப	தறிவு.	","Wisdom hath use of lucid speech, words that acceptance win, And subtle sense of other men's discourse takes in. "
பொருட்பால் , அறிவுடைமை ,"உலகம்	தழீஇய	தொட்பம்	மலர்தலும்			கூம்பலும்	இல்ல	தறிவு.	","Wisdom embraces frank the world, to no caprice exposed; Unlike the lotus flower, now opened wide, now petals strictly closed. "
பொருட்பால் , அறிவுடைமை ,"எவ்வ	துறைவது	உலகம்	உலகத்தோடு			அவ்வ	துறைவ	தறிவு.	","As dwells the world, so with the world to dwell In harmony- this is to wisely live and well. "
பொருட்பால் , அறிவுடைமை ,"அறிவுடையார்	ஆவ	தறிவார்	அறிவிலார்			அஃதறி	கல்லா	தவர்.	","The wise discern, the foolish fail to see, And minds prepare for things about to be. "
பொருட்பால் , அறிவுடைமை ,"அஞ்சுவ	தஞ்சாமை	பேதைமை	அஞ்சுவது			அஞ்சல்	அறிவார்	தொழில்.	",Folly meets fearful ills with fearless heart; To fear where cause of fear exists is wisdom's part. 
பொருட்பால் , அறிவுடைமை ,"எதிரதாக்	காக்கும்	அறிவினார்க்	கில்லை			அதிர	வருவதோர்	நோய்.	",The wise with watchful soul who coming ills foresee; From coming evil's dreaded shock are free. 
பொருட்பால் , அறிவுடைமை ,"அறிவுடையார்	எல்லா	முடையார்	அறிவிலார்			என்னுடைய	ரேனும்	இலர்.	","The wise is rich, with ev'ry blessing blest; The fool is poor, of everything possessed. "
பொருட்பால் , குற்றங்கடிதல் ,"செருக்குஞ்	சினமும்	சிறுமையும்	இல்லார்			பெருக்கம்	பெருமித	நீர்த்து.	","Who arrogance, and wrath, and littleness of low desire restrain, To sure increase of lofty dignity attain. "
பொருட்பால் , குற்றங்கடிதல் ,"இவறலும்	மாண்பிறந்த	மானமும்	மாணா			உவகையும்	ஏதம்	இறைக்கு.	","A niggard hand, o'erweening self-regard, and mirth Unseemly, bring disgrace to men of kingly brith. "
பொருட்பால் , குற்றங்கடிதல் ,"தினைத்துணையாங்	குற்றம்	வரினும்	பனைத்துணையாக்			கொள்வர்	பழிநாணு	வார்.	",Though small as millet-seed the fault men deem; As palm tree vast to those who fear disgrace 'twill seem. 
பொருட்பால் , குற்றங்கடிதல் ,"குற்றமே	காக்க	பொருளாகக்	குற்றமே			அற்றந்	த்ரூஉம்	பகை.	","Freedom from faults is wealth; watch heedfully 'Gainst these, for fault is fatal enmity. "
பொருட்பால் , குற்றங்கடிதல் ,"வருமுன்னர்க்	காவாதான்	வாழ்க்கை	எரிமுன்னர்			வைத்தூறு	போலக்	கெடும்.	","His joy who guards not 'gainst the coming evil day, Like straw before the fire shall swift consume away. "
